Instance,Year of Record,Age,Size of City,Wears Glasses,Body Height [cm]
970,2004.0,23.0,81484,1,189
971,2003.0,39.0,98541,0,164
972,2007.0,33.0,665693,0,190
973,1980.0,60.0,850201,1,151
974,2015.0,43.0,874033,1,167
975,1988.0,35.0,2646310,1,160
976,2008.0,36.0,2340998,1,172
977,2019.0,31.0,55552,0,193
978,2016.0,49.0,762089,0,163
979,2019.0,52.0,2300176,1,137
982,2000.0,40.0,20726,0,175
983,2012.0,28.0,592143,0,204
984,1990.0,20.0,1354127,1,159
985,2010.0,37.0,1460499,1,169
986,1990.0,16.0,334822,0,182
987,2005.0,43.0,732531,0,183
988,1983.0,31.0,52664,1,208
990,1991.0,24.0,1179659,0,178
991,2008.0,55.0,1603765,0,182
992,2007.0,42.0,93095,1,178
995,1997.0,42.0,1068103,1,154
996,2009.0,17.0,1147363,0,168
998,1981.0,30.0,919846,0,167
999,2004.0,29.0,2207582,1,155
1000,2004.0,59.0,1524915,1,169
1001,2011.0,26.0,44582,1,185
1002,2016.0,33.0,59183,1,171
1003,1986.0,22.0,646560,1,193
1004,1989.0,34.0,769656,0,166
1005,1982.0,22.0,887688,1,165
1006,1984.0,27.0,2641,0,179
1007,1982.0,29.0,73648,1,209
1009,1991.0,30.0,2481,0,206
1010,2001.0,16.0,952567,1,169
1011,2003.0,46.0,199642,1,155
1012,2011.0,69.0,1765086,1,153
1013,2007.0,19.0,338086,0,189
1014,2012.0,38.0,726506,0,209
1015,1990.0,37.0,1953970,1,171
1017,1981.0,44.0,90909,1,172
1018,1984.0,19.0,320206,1,186
1019,2018.0,32.0,394169,0,179
1020,1980.0,34.0,869305,1,194
1021,2019.0,22.0,1108920,1,184
1022,2012.0,40.0,89690,1,162
1023,1997.0,30.0,1174719,1,164
1024,1982.0,14.0,94083,0,161
1025,2005.0,50.0,1845946,1,151
1026,1997.0,20.0,427854,1,166
1027,1980.0,39.0,723802,1,159
1028,1993.0,35.0,27838,0,159
1030,2012.0,38.0,2126595,0,146
1031,2014.0,34.0,2258056,0,172
1033,2002.0,25.0,187527,0,212
1035,1992.0,18.0,387100,0,209
1036,2002.0,49.0,533222,0,217
1037,2007.0,36.0,2116381,0,173
1039,2009.0,19.0,67465,0,151
1040,2000.0,22.0,1030815,0,185
1041,2004.0,28.0,94457,0,189
1044,2008.0,35.0,186978,1,153
1045,1992.0,20.0,1742991,0,163
1046,1994.0,25.0,835429,0,177
1047,1990.0,49.0,558506,0,188
1048,1988.0,29.0,1438539,1,168
1049,2018.0,18.0,770053,0,171
1051,1982.0,22.0,694379,1,160
1052,1998.0,19.0,1330479,1,166
1053,1981.0,15.0,60455,1,191
1055,1981.0,41.0,580827,0,160
1056,1993.0,21.0,1652438,0,182
1057,1990.0,30.0,11526,1,147
1058,2014.0,58.0,26252,0,183
1059,2003.0,50.0,63288,1,175
1060,2010.0,37.0,119484,1,184
1062,2007.0,23.0,32809,0,190
1065,1983.0,35.0,7205,0,193
1066,2012.0,26.0,416769,0,176
1067,2018.0,29.0,68862,0,165
1068,1989.0,76.0,474545,0,183
1069,1984.0,32.0,1010350,1,177
1070,2012.0,62.0,8461,1,163
1071,1998.0,41.0,149521,1,204
1073,2014.0,52.0,67196,0,154
1074,2012.0,56.0,55397,0,189
1076,2016.0,74.0,146417,0,192
1077,1988.0,40.0,56234,1,195
1079,2010.0,57.0,4440,1,165
1080,2008.0,39.0,1242,1,193
1081,2016.0,17.0,2066964,1,180
1082,2004.0,53.0,39635,0,198
1083,2011.0,48.0,53293,0,184
1084,1987.0,54.0,1094456,1,156
1086,2007.0,32.0,1506114,0,150
1087,1983.0,52.0,1481352,0,162
1088,2000.0,55.0,26015,1,213
1089,1982.0,14.0,2053675,0,183
1091,2018.0,26.0,629342,1,156
1092,1995.0,27.0,68401,0,195
1093,2012.0,40.0,2167899,0,167
1094,1994.0,58.0,38625,1,185
1097,1987.0,23.0,169931,1,151
1098,1993.0,46.0,353269,0,210
1099,2011.0,38.0,21083,1,190
1100,2005.0,28.0,1332440,1,168
1101,2009.0,70.0,1070252,1,147
1102,2018.0,20.0,388006,0,168
1103,2007.0,56.0,20607,0,185
1104,1988.0,23.0,1213748,1,179
1105,1985.0,21.0,95057,0,170
1106,1990.0,55.0,54944,0,188
1107,2000.0,77.0,1533695,1,153
1108,2009.0,54.0,244671,1,137
1109,2013.0,36.0,2793972,0,162
1110,2017.0,62.0,1803317,1,153
1112,1983.0,49.0,97583,0,174
1114,1981.0,34.0,1260655,1,153
1115,2000.0,39.0,1298169,0,182
1116,2000.0,63.0,822754,0,187
1118,1991.0,61.0,83527,0,210
1119,2010.0,17.0,2140779,1,160
1120,1999.0,64.0,24256,0,188
1121,1980.0,30.0,386969,0,127
1122,2018.0,53.0,337436,0,160
1123,2011.0,32.0,1528594,1,169
1125,1994.0,34.0,24851,0,183
1126,1997.0,25.0,60157,0,149
1127,1989.0,27.0,975649,1,176
1128,2000.0,17.0,2234568,1,182
1129,2011.0,49.0,1981119,1,191
1130,1995.0,21.0,31048,0,149
1133,1992.0,50.0,829760,0,166
1135,1983.0,63.0,1064178,1,163
1136,1988.0,18.0,93756,1,157
1137,2019.0,58.0,17957,1,164
1138,1981.0,47.0,20914,0,168
1139,2001.0,27.0,822707,1,178
1140,2001.0,49.0,336742,0,195
1141,2008.0,39.0,1758727,1,194
1142,2003.0,30.0,676434,0,155
1143,2013.0,37.0,2220184,1,176
1146,1984.0,41.0,79073,1,156
1147,1981.0,23.0,85158,0,135
1148,2008.0,27.0,155442,0,176
1149,2009.0,29.0,606894,1,208
1151,2016.0,67.0,934208,0,176
1152,2008.0,32.0,250384,1,177
1153,1983.0,61.0,1889767,0,178
1154,1986.0,27.0,2726192,1,152
1155,2018.0,40.0,1386603,0,143
1156,1983.0,21.0,47513,0,163
1157,1981.0,77.0,63407,1,205
1160,2013.0,58.0,728,0,177
1161,2000.0,52.0,942677,1,168
1162,2004.0,41.0,54446,0,174
1163,2000.0,16.0,454594,1,163
1165,2006.0,75.0,192676,0,204
1166,1984.0,38.0,2004029,0,208
1167,1991.0,30.0,1498692,1,156
1168,1991.0,35.0,7452,1,176
1169,1998.0,26.0,351723,1,156
1170,1997.0,25.0,2334923,1,179
1171,2009.0,15.0,66653,1,151
1172,2012.0,61.0,19550,1,190
1173,1986.0,36.0,72484,0,179
1176,2001.0,21.0,1228145,1,189
1177,2013.0,31.0,50598,0,195
1179,2011.0,45.0,47278,0,187
1180,2000.0,26.0,1097891,1,164
1181,2005.0,21.0,1683861,0,161
1182,1984.0,50.0,61455,0,168
1183,2013.0,35.0,1267842,1,181
1184,2006.0,24.0,1861936,1,171
1185,1987.0,16.0,43997,0,170
1186,2009.0,23.0,1463734,0,187
1187,1994.0,31.0,317887,0,176
1189,1999.0,33.0,411548,1,165
1190,1985.0,28.0,797699,1,200
1191,1991.0,21.0,531734,1,178
1192,1994.0,17.0,52847,1,168
1194,1989.0,34.0,39091,1,183
1195,1989.0,34.0,244545,1,157
1196,1996.0,21.0,1091433,0,152
1197,2002.0,21.0,2207618,0,180
1199,1993.0,17.0,1153825,0,179
1200,1995.0,17.0,905519,0,167
1201,2016.0,22.0,420015,1,134
1202,2007.0,29.0,1284486,0,205
1203,1997.0,16.0,223246,1,195
1204,2009.0,43.0,347194,0,159
1206,1998.0,16.0,378921,1,192
1207,2008.0,36.0,85735,1,200
1208,2017.0,54.0,777615,1,161
1209,1986.0,18.0,2902157,1,175
1210,2018.0,20.0,766557,0,165
1211,1984.0,39.0,671777,1,194
1212,1994.0,24.0,1818452,1,141
1213,1989.0,72.0,60140,0,159
1215,1992.0,22.0,1196171,0,183
1216,2002.0,66.0,1251010,1,173
1217,1995.0,70.0,454907,1,186
1219,1981.0,17.0,62205,0,197
1220,1986.0,28.0,748320,1,150
1221,2009.0,21.0,97184,0,204
1222,2002.0,21.0,1770296,0,169
1223,2007.0,15.0,1123110,1,203
1225,2009.0,70.0,530457,1,190
1227,2007.0,51.0,1025729,1,185
1228,1984.0,52.0,271198,1,202
1229,1992.0,14.0,884903,1,155
1230,1999.0,45.0,1310702,1,163
1231,2016.0,62.0,1301204,0,167
1232,1994.0,44.0,71957,1,209
1234,1981.0,30.0,1675344,1,160
1237,2007.0,30.0,220991,1,188
1238,1981.0,48.0,28881,0,150
1239,2017.0,41.0,335287,1,177
1240,2010.0,20.0,81210,1,168
1241,1983.0,30.0,98001,1,192
1242,2003.0,53.0,593067,1,149
1244,2015.0,35.0,2206466,1,208
1245,2014.0,61.0,1181094,1,168
1246,2012.0,27.0,241524,1,200
1247,2011.0,25.0,1001504,1,187
1248,2014.0,43.0,1080681,1,146
1249,2004.0,61.0,683449,0,155
1250,1980.0,37.0,1748402,0,189
1251,2012.0,14.0,782074,0,214
1252,1998.0,27.0,50758,1,194
1253,1992.0,59.0,635348,0,163
1254,2007.0,22.0,25265,0,161
1256,2015.0,33.0,522093,1,144
1257,2008.0,17.0,159455,1,145
1258,1991.0,63.0,1093567,0,155
1259,1989.0,36.0,1136181,0,205
1260,2011.0,52.0,1090129,0,142
1261,1983.0,66.0,1753637,1,158
1262,2016.0,46.0,2418591,1,166
1264,2015.0,42.0,1413896,1,176
1265,1993.0,14.0,10865,0,145
1266,2010.0,34.0,631138,0,150
1267,2019.0,46.0,48193,0,197
1270,1982.0,25.0,64889,0,171
1271,1995.0,58.0,20482,1,187
1272,1985.0,50.0,1334530,1,150
1273,1997.0,46.0,783200,1,186
1274,1987.0,50.0,1996592,1,185
1276,2009.0,21.0,1961026,1,206
1277,2019.0,66.0,268887,0,161
1278,2013.0,24.0,507242,1,156
1279,2019.0,24.0,52503,1,182
1280,1980.0,53.0,63417,0,154
1281,1992.0,45.0,1177461,0,150
1283,1991.0,47.0,3302,0,181
1284,1983.0,29.0,1127604,1,128
1285,1995.0,38.0,71332,0,140
1286,2019.0,54.0,868351,0,140
1287,1999.0,51.0,61119,1,183
1288,1983.0,56.0,1320228,1,201
1289,2010.0,23.0,1513422,0,144
1290,1997.0,54.0,1010334,1,169
1292,1998.0,27.0,9593,0,157
1293,2001.0,23.0,300895,1,139
1294,2017.0,37.0,12114,1,161
1295,2000.0,40.0,34223,1,155
1296,2019.0,73.0,954295,0,155
1297,2016.0,29.0,40549,1,185
1298,1982.0,68.0,527503,1,185
1300,2005.0,39.0,1369399,1,173
1302,1987.0,21.0,66921,0,155
1303,2016.0,47.0,1957282,1,156
1304,1985.0,25.0,108822,1,165
1305,1981.0,33.0,49735,1,193
1306,2005.0,73.0,1337889,0,163
1307,1989.0,59.0,1711631,1,193
1308,2003.0,29.0,1040193,0,183
1309,1988.0,59.0,1542008,0,138
1310,2012.0,37.0,29445,0,184
1311,1991.0,39.0,33905,0,159
1312,1987.0,38.0,4170,1,151
1314,1981.0,52.0,42745,1,152
1315,2006.0,20.0,23056,1,213
1316,2010.0,40.0,110075,0,155
1317,1987.0,28.0,53094,1,150
1318,2003.0,88.0,58007,0,156
1319,1997.0,71.0,6434,1,143
1320,2002.0,51.0,1216147,0,202
1323,1986.0,62.0,18796114,0,184
1324,1984.0,16.0,1325270,0,188
1325,1985.0,20.0,308897,0,167
1326,1989.0,50.0,123216,1,198
1327,2000.0,34.0,576586,1,192
1328,2019.0,27.0,519815,0,210
1329,1984.0,37.0,2412459,0,154
1332,2008.0,36.0,84322,0,146
1333,2010.0,25.0,1061461,1,162
1334,2015.0,22.0,1094290,0,197
1335,2004.0,17.0,91717,0,207
1336,2012.0,54.0,1354098,0,149
1337,1992.0,23.0,57783,0,208
1338,2014.0,45.0,21836,0,162
1339,2014.0,40.0,1141847,1,168
1340,1982.0,34.0,1740808,1,162
1341,1995.0,51.0,22754,1,158
1342,1986.0,42.0,1919819,0,193
1343,1983.0,19.0,1489075,1,201
1345,2004.0,14.0,1003740,0,204
1346,1988.0,14.0,479106,1,189
1347,2007.0,34.0,462943,1,197
1348,2001.0,45.0,1368100,0,159
1349,2010.0,21.0,161423,0,210
1351,1986.0,46.0,18181,0,172
1353,1998.0,41.0,75976,1,162
1354,1998.0,19.0,206802,1,185
1355,2003.0,31.0,249118,1,144
1356,1987.0,76.0,638706,0,183
1358,1980.0,39.0,692197,1,143
1359,2001.0,21.0,1042857,0,165
1362,1981.0,28.0,100755,1,169
1363,1999.0,25.0,47447,0,160
1364,2017.0,41.0,1120212,0,155
1366,1981.0,35.0,1444774,1,184
1367,2010.0,39.0,204666,1,156
1368,1989.0,27.0,2136,1,165
1370,2010.0,28.0,2374820,0,164
1371,2010.0,24.0,20151,0,148
1372,1982.0,15.0,39893,1,174
1373,2000.0,22.0,90076,0,166
1374,1987.0,60.0,425269,1,213
1375,1995.0,91.0,1313693,0,179
1376,2006.0,43.0,90101,0,188
1377,2014.0,47.0,58019,0,184
1378,1983.0,77.0,274701,1,182
1381,2018.0,39.0,1465206,0,192
1382,2009.0,48.0,129585,0,158
1383,2016.0,62.0,6015,0,193
1384,2007.0,37.0,1784053,1,167
1385,1980.0,59.0,997306,1,160
1386,1981.0,73.0,732403,0,171
1387,2011.0,25.0,697886,1,171
1389,2013.0,14.0,1599685,0,176
1391,2006.0,20.0,475565,1,166
1392,1985.0,65.0,488895,1,186
1395,2013.0,25.0,31436,1,159
1396,1987.0,17.0,1442764,0,205
1399,1984.0,33.0,1156358,0,159
1400,1999.0,34.0,1064074,0,195
1403,2012.0,50.0,1810093,1,185
1404,2015.0,25.0,74883,0,162
1405,1984.0,19.0,548423,0,172
1406,2002.0,42.0,2159949,1,179
1407,1999.0,70.0,424782,0,160
1408,2004.0,26.0,33608,1,185
1409,2000.0,15.0,75250,0,202
1411,1992.0,41.0,59509,1,153
1413,1997.0,34.0,53755,1,207
1415,1998.0,40.0,1956685,0,179
1416,2013.0,42.0,63081,0,146
1417,2002.0,27.0,1649,1,164
1418,2014.0,51.0,463857,0,172
1419,2002.0,96.0,186603,0,167
1421,1996.0,32.0,234000,1,152
1422,2008.0,48.0,1123744,0,159
1423,2005.0,20.0,22838,1,169
1424,2015.0,43.0,233239,1,203
1425,2007.0,25.0,1192644,1,111
1426,1992.0,50.0,920755,0,187
1427,2005.0,28.0,574235,1,164
1428,2015.0,69.0,135168,1,199
1429,2006.0,84.0,699929,1,196
1430,2016.0,18.0,69458,1,140
1432,1981.0,36.0,905107,1,161
1433,2013.0,44.0,215069,1,178
1434,1992.0,18.0,174003,0,208
1435,1983.0,24.0,53133,1,150
1436,1983.0,30.0,1214697,1,163
1437,1983.0,45.0,523879,1,183
1438,2009.0,47.0,1939154,0,162
1439,2017.0,16.0,1276416,1,194
1440,1985.0,47.0,32535,0,177
1441,2009.0,74.0,640971,0,168
1442,1982.0,24.0,43318,0,182
1443,2000.0,45.0,1775053,0,155
1444,2010.0,14.0,82842,1,158
1445,1984.0,40.0,35603,0,184
1446,1992.0,15.0,96403,0,155
1447,1982.0,63.0,97148,1,172
1448,2007.0,33.0,2105004,1,151
1449,1986.0,27.0,53392,1,162
1450,2001.0,23.0,559929,1,152
1451,2004.0,22.0,77893,1,165
1452,1980.0,19.0,784956,0,168
1453,1984.0,32.0,741703,0,212
1454,1988.0,61.0,409356,0,182
1457,2003.0,27.0,977823,0,182
1458,2004.0,20.0,2189140,1,162
1459,1983.0,32.0,446798,1,139
1460,2010.0,35.0,223841,1,150
1461,2002.0,43.0,753251,1,213
1462,2009.0,46.0,23117,0,201
1463,1992.0,28.0,53951,0,180
1465,2011.0,16.0,469594,0,177
1466,2001.0,20.0,43697,1,189
1467,1982.0,47.0,1060412,0,167
1469,1995.0,23.0,973926,0,176
1470,2003.0,37.0,1330543,1,139
1472,2011.0,38.0,668742,0,164
1473,2010.0,34.0,1694930,0,197
1476,2006.0,67.0,1495933,0,194
1477,2013.0,17.0,73441,0,201
1478,2012.0,33.0,754266,1,175
1479,1987.0,21.0,27543,1,173
1480,1995.0,31.0,5159,0,172
1481,1996.0,47.0,811023,0,141
1483,2010.0,29.0,1542357,1,173
1484,1996.0,17.0,907150,1,131
1485,2007.0,57.0,71744,1,175
1487,1986.0,48.0,502764,0,186
1489,2000.0,29.0,75402,1,194
1490,2007.0,42.0,1525240,0,215
1492,2019.0,58.0,462027,0,201
1493,1999.0,24.0,844896,1,154
1494,1987.0,36.0,1168340,0,191
1495,2000.0,29.0,532377,1,207
1496,2017.0,50.0,2818784,1,195
1497,2015.0,59.0,20876,1,165
1498,2010.0,40.0,1037724,1,194
1501,2000.0,27.0,483108,0,168
1502,2014.0,48.0,1409006,1,152
1503,1980.0,25.0,1227915,1,184
1504,1992.0,66.0,264544,0,157
1506,1998.0,16.0,313914,1,156
1507,2009.0,51.0,36705,1,148
1508,2009.0,25.0,158399,1,162
1509,2009.0,28.0,1084542,0,177
1510,1981.0,19.0,83081,1,186
1511,2017.0,27.0,520083,1,172
1512,1987.0,36.0,991637,0,186
1513,2011.0,27.0,1504960,0,185
1514,2014.0,37.0,537030,0,178
1515,1982.0,19.0,93342,1,158
1516,1998.0,38.0,990419,1,155
1517,2019.0,34.0,43440,1,196
1518,2017.0,15.0,534031,1,159
1519,2001.0,24.0,651263,0,156
1522,1981.0,43.0,687899,0,155
1523,2001.0,38.0,2643396,1,167
1524,1983.0,48.0,664863,1,182
1525,1995.0,17.0,370078,0,161
1526,2015.0,44.0,826410,0,165
1527,2005.0,44.0,570154,0,165
1528,1991.0,41.0,2076929,1,181
1529,1994.0,22.0,764203,1,150
1530,1996.0,54.0,143900,1,198
1531,1993.0,25.0,74677,0,151
1532,2005.0,54.0,1776249,0,225
1533,1987.0,54.0,456449,0,179
1534,1996.0,35.0,34562,0,166
1535,2017.0,31.0,559668,1,186
1536,2012.0,26.0,2261424,0,165
1537,2006.0,41.0,1971532,1,160
1538,1986.0,47.0,1460927,0,142
1540,2006.0,21.0,1339569,0,159
1541,2004.0,17.0,1739234,1,175
1543,1988.0,25.0,661077,1,157
1544,2019.0,46.0,9526,0,169
1546,2012.0,37.0,11209,0,170
1547,1984.0,54.0,2106924,0,157
1548,1980.0,68.0,1677332,1,159
1550,1998.0,28.0,1164349,1,194
1551,2011.0,15.0,782887,0,158
1552,2013.0,36.0,64511,1,187
1553,1985.0,23.0,241343,0,168
1554,1988.0,22.0,1354488,0,149
1556,1987.0,37.0,1035551,1,134
1557,2002.0,47.0,767062,1,167
1558,1998.0,56.0,85501,1,175
1561,1981.0,60.0,1876547,0,125
1562,1989.0,40.0,2074909,0,159
1565,1989.0,18.0,66143,0,150
1566,2007.0,22.0,1552354,1,151
1567,2009.0,44.0,1118010,1,189
1570,2013.0,38.0,1073395,0,198
1571,1982.0,41.0,43700,1,149
1572,2011.0,66.0,1162934,0,145
1573,1991.0,35.0,73045,1,155
1574,2000.0,47.0,283139,1,158
1575,1998.0,17.0,1621907,1,165
1576,1997.0,42.0,72107,1,150
1577,2018.0,31.0,32679,1,190
1578,1990.0,45.0,1015672,1,157
1579,1997.0,48.0,35372,0,188
1582,2008.0,56.0,49509,1,145
1583,1982.0,43.0,1740567,0,172
1584,2000.0,41.0,353590,1,156
1586,1999.0,38.0,790163,0,165
1587,1998.0,19.0,142,0,175
1588,1997.0,18.0,947414,0,184
1589,1982.0,51.0,2571440,0,193
1590,1992.0,17.0,107271,0,154
1591,2009.0,48.0,14201,0,205
1592,1996.0,49.0,751974,0,154
1594,1981.0,37.0,633963,0,164
1595,1988.0,28.0,2991630,0,190
1596,2005.0,16.0,5896,0,193
1597,2006.0,52.0,1116294,0,202
1598,2019.0,20.0,1135379,0,187
1599,2017.0,58.0,380788,1,176
1600,2012.0,54.0,1295949,1,190
1601,2006.0,52.0,1481598,1,214
1602,1985.0,35.0,1746167,0,193
1603,1985.0,20.0,921938,0,170
1604,2014.0,59.0,10078,0,229
1605,2004.0,16.0,203077,0,180
1606,2013.0,36.0,1711991,0,173
1608,2019.0,30.0,342024,1,206
1609,2019.0,28.0,383140,0,193
1610,1999.0,29.0,12315,0,196
1611,1990.0,22.0,248824,0,168
1612,2004.0,38.0,71589,1,171
1613,1983.0,36.0,819790,0,188
1615,2005.0,61.0,7765,1,203
1616,1994.0,23.0,697466,1,191
1617,1992.0,29.0,1766733,1,172
1619,1988.0,34.0,1181842,0,201
1620,2015.0,63.0,261168,1,186
1621,2002.0,34.0,777882,0,125
1622,2008.0,32.0,1678287,1,151
1623,1991.0,51.0,28154,0,171
1625,2004.0,33.0,48681,0,160
1626,2015.0,25.0,33786,1,172
1627,1991.0,37.0,23938,0,193
1628,2009.0,51.0,732868,0,188
1629,1982.0,69.0,7754,0,159
1631,2000.0,24.0,320298,1,180
1632,2014.0,80.0,158965,0,192
1633,1990.0,23.0,2469798,0,164
1634,1995.0,67.0,1204653,1,181
1635,1987.0,19.0,1289438,0,156
1636,1984.0,89.0,1280020,0,178
1639,2003.0,19.0,441585,0,209
1640,1998.0,37.0,1463162,0,198
1641,1982.0,66.0,26623,0,193
1642,1992.0,34.0,59132,1,173
1643,2004.0,49.0,870516,1,155
1644,1985.0,52.0,87495,0,201
1645,2013.0,61.0,2913366,0,178
1647,1980.0,25.0,51000,0,167
1648,1986.0,48.0,1967838,0,163
1650,2000.0,24.0,1745113,1,167
1652,2003.0,20.0,88558,1,209
1655,1985.0,27.0,87126,0,199
1656,2019.0,23.0,529798,0,168
1658,2000.0,41.0,789428,1,186
1659,2003.0,34.0,481563,1,185
1660,1985.0,42.0,578980,0,206
1661,1987.0,17.0,10023,1,155
1662,1987.0,23.0,79506,1,181
1663,2011.0,53.0,649610,0,164
1664,2002.0,23.0,2472938,0,200
1666,1989.0,62.0,641618,1,176
1667,2019.0,26.0,43921,0,218
1669,2000.0,53.0,47416,1,186
1670,2014.0,35.0,390773,0,184
1671,1992.0,68.0,1305503,1,206
1672,1984.0,34.0,53553,1,172
1674,2009.0,31.0,791743,1,150
1676,1991.0,61.0,863369,1,208
1678,1999.0,69.0,1036765,0,201
1679,2008.0,61.0,879871,0,171
1680,2011.0,46.0,1928688,1,142
1682,2019.0,15.0,296921,0,162
1683,2018.0,49.0,727642,1,222
1684,2000.0,29.0,1040138,1,175
1685,1983.0,44.0,93598,1,146
1686,1980.0,25.0,1788603,0,147
1687,2006.0,17.0,63710,1,139
1689,1990.0,24.0,1923135,1,146
1690,2009.0,20.0,88830,1,176
1692,1989.0,28.0,1582754,1,181
1693,2007.0,21.0,1534793,0,152
1694,1994.0,22.0,442483,1,173
1695,1982.0,25.0,10984,1,188
1696,2014.0,27.0,34028,1,164
1697,1980.0,22.0,1977926,1,204
1698,2016.0,22.0,1260251,1,176
1699,2019.0,42.0,175787,1,132
1700,1985.0,44.0,1338236,1,151
1701,2003.0,62.0,1478456,0,201
1702,1985.0,20.0,231436,1,181
1703,2008.0,49.0,25196,1,164
1704,2019.0,42.0,49141,0,169
1705,2009.0,31.0,858606,1,165
1706,2010.0,74.0,560065,0,205
1707,2013.0,22.0,92156,0,190
1708,2007.0,17.0,335063,1,158
1709,1980.0,31.0,230703,0,157
1711,1983.0,34.0,1821335,1,185
1712,2012.0,79.0,199316,0,156
1713,1982.0,30.0,540710,0,143
1714,1984.0,23.0,88103,0,196
1715,1988.0,16.0,606005,0,206
1716,1981.0,26.0,68973,1,181
1717,2014.0,19.0,65324,1,187
1718,1985.0,67.0,18282,0,153
1719,1992.0,18.0,1141228,1,199
1720,1991.0,25.0,423570,0,149
1721,2002.0,35.0,4118,0,183
1722,2002.0,34.0,1926943,0,191
1723,2015.0,32.0,268413,0,182
1724,1996.0,60.0,924160,1,164
1725,1981.0,31.0,1135475,0,209
1726,2009.0,26.0,72104,1,190
1727,2013.0,39.0,123376,1,165
1728,2010.0,18.0,1101262,0,179
1729,2012.0,65.0,2108475,0,160
1730,1990.0,58.0,26794,0,199
1731,1999.0,42.0,67105,1,192
1732,1981.0,54.0,1103208,0,180
1733,1990.0,26.0,28337,0,160
1734,2010.0,38.0,920109,0,149
1735,1982.0,23.0,1226009,0,169
1736,1980.0,66.0,53026,0,191
1737,2013.0,44.0,94523,1,208
1738,1984.0,43.0,1535197,0,197
1739,1980.0,33.0,507822,0,182
1740,1994.0,41.0,274096,0,191
1741,1992.0,30.0,1845962,0,186
1742,1987.0,32.0,312482,1,199
1744,1987.0,17.0,94281,0,172
1745,1980.0,45.0,112810,0,176
1746,2004.0,32.0,136485,1,157
1747,1980.0,54.0,1588,0,153
1748,1995.0,18.0,15425,0,207
1749,1983.0,44.0,325808,1,201
1750,2013.0,49.0,603924,0,189
1751,2014.0,47.0,830992,0,174
1752,2001.0,51.0,466359,1,172
1753,2015.0,23.0,2610812,0,161
1755,2000.0,20.0,868058,1,173
1756,2019.0,23.0,66718,0,184
1757,1993.0,52.0,818587,1,163
1759,2017.0,38.0,66358,1,210
1760,1999.0,55.0,51575,0,149
1761,1982.0,43.0,53430,1,165
1762,2008.0,16.0,1402248,1,187
1763,1981.0,36.0,426044,1,172
1764,1986.0,35.0,64037,1,139
1765,2009.0,47.0,652615,1,193
1766,2002.0,65.0,305806,1,163
1767,2003.0,42.0,369851,1,164
1768,1994.0,39.0,1351914,0,190
1769,2001.0,32.0,1082544,0,171
1770,1994.0,18.0,27825,0,172
1773,2006.0,14.0,2272478,1,181
1774,1983.0,24.0,21705,0,144
1775,2012.0,83.0,823280,1,170
1776,1985.0,17.0,862407,0,153
1778,1999.0,18.0,66505,1,168
1779,2018.0,32.0,2936952,1,173
1780,2001.0,29.0,41768,1,151
1782,2007.0,23.0,2373454,0,165
1784,2013.0,41.0,941544,0,194
1785,2007.0,22.0,59794,0,185
1786,1981.0,53.0,92785,0,192
1787,2013.0,21.0,35199,1,197
1788,1984.0,40.0,274229,0,154
1789,1998.0,39.0,37815,1,187
1791,2008.0,29.0,14865,0,174
1792,2016.0,20.0,2377356,1,162
1793,1991.0,53.0,1018787,0,200
1795,1986.0,67.0,65855,0,151
1797,1999.0,39.0,473714,1,186
1799,2006.0,55.0,22888,0,201
1800,2017.0,25.0,2319104,0,159
1801,1999.0,62.0,44930,1,163
1802,1996.0,26.0,2452965,1,149
1803,1981.0,34.0,63137,0,190
1804,2016.0,36.0,285031,0,150
1805,2011.0,67.0,58688,1,183
1806,1996.0,60.0,114548,0,161
1808,1986.0,14.0,2676865,0,194
1809,1994.0,44.0,75746,1,165
1810,2009.0,76.0,71139,0,166
1812,1995.0,33.0,274550,0,168
1813,2010.0,31.0,782782,1,203
1814,1991.0,26.0,958433,1,153
1815,2013.0,24.0,1847504,1,168
1817,1988.0,44.0,83631,1,153
1818,2009.0,45.0,802522,0,180
1819,1984.0,33.0,964852,1,142
1820,2014.0,67.0,58637,1,159
1822,1982.0,31.0,331340,0,172
1823,2006.0,40.0,1283763,1,144
1824,2005.0,49.0,94967,1,148
1825,2004.0,53.0,1345670,1,193
1828,2006.0,22.0,730142,0,150
1829,1994.0,36.0,970694,1,164
1830,2001.0,21.0,29988,0,190
1831,2014.0,77.0,64004,0,159
1832,2017.0,21.0,2012364,0,175
1834,2001.0,74.0,738386,0,203
1835,1997.0,37.0,463925,1,196
1836,1990.0,34.0,94226,1,143
1837,1981.0,50.0,1043282,0,164
1838,1994.0,55.0,1101498,1,184
1839,1989.0,59.0,1266910,0,145
1840,1997.0,62.0,1941155,1,214
1841,1981.0,30.0,96682,0,158
1844,1987.0,29.0,678578,1,194
1845,2018.0,56.0,536070,1,172
1846,1998.0,46.0,767990,0,176
1847,2019.0,16.0,377996,0,171
1849,2014.0,19.0,1349047,1,146
1850,1996.0,52.0,604761,0,169
1851,2008.0,36.0,258547,1,167
1852,1983.0,19.0,826570,0,154
1854,1996.0,33.0,304279,1,181
1855,2017.0,42.0,377087,1,134
1856,2015.0,23.0,2788306,1,165
1859,2013.0,39.0,98192,1,166
1860,2006.0,49.0,1942899,1,188
1861,1989.0,60.0,91661,1,158
1862,1995.0,47.0,562861,0,152
